figure,dataset,distribution,panel,defense,method_label,attack,malicious_ratio,malicious_ratio_percent,metric,value,value_percent,seeds_present,seeds_expected,missing_seeds
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,label_flip,0.1,10.0,mta,0.5181,51.81,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,label_flip,0.2,20.0,asr,0.019,1.9,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,label_flip,0.2,20.0,mta,0.5234,52.339999999999996,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,label_flip,0.3,30.0,asr,0.06,6.00,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,label_flip,0.3,30.0,mta,0.5025,50.25,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,label_flip,0.1,10.0,asr,0.006,0.6,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,label_flip,0.1,10.0,mta,0.8858,88.58,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,label_flip,0.2,20.0,asr,0.004,0.4,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,label_flip,0.2,20.0,mta,0.8872,88.72,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,label_flip,0.3,30.0,asr,0.018,1.80,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,label_flip,0.3,30.0,mta,0.8852,88.52,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,label_flip,0.1,10.0,asr,0.077,7.7,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,label_flip,0.1,10.0,mta,0.8653,86.53,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,label_flip,0.2,20.0,asr,0.009,0.8999999999999999,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,label_flip,0.2,20.0,mta,0.7895,78.95,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,label_flip,0.3,30.0,asr,0.066,6.60,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,label_flip,0.3,30.0,mta,0.8684,86.84,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,label_flip,0.1,10.0,asr,0.205,20.5,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,label_flip,0.1,10.0,mta,0.8552,85.52,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,label_flip,0.2,20.0,asr,0.026,2.6,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,label_flip,0.2,20.0,mta,0.8707,87.07000000000001,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,label_flip,0.3,30.0,asr,0.258,25.80,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,label_flip,0.3,30.0,mta,0.8544,85.44,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,label_flip,0.1,10.0,asr,0.0,0.00,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,label_flip,0.1,10.0,mta,0.8557,85.57000000000001,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,label_flip,0.2,20.0,asr,0.01,1.00,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,label_flip,0.2,20.0,mta,0.8604,86.04,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,label_flip,0.3,30.0,asr,0.026,2.60,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,label_flip,0.3,30.0,mta,0.8553,85.53,1,1,
